chk_a92cbb92	10066724	2025-03-21	บริษัท ลีซ อิท จำกัด (มหาชน)	7006.85	KTB	9867702441	LITSM/PBF/68-02038		จ่ายแล้ว	ประเภท: จ่ายดอกเบี้ย | หมายเหตุ: ดอกเบี้ย กะเปอร์ | สัญญา: LITSM/PBF/68-02038 | วันจ่ายเช็ค: 2025-02-14 | วันจ่ายเงิน: 2025-03-21 | วันรับเช็คคืน: -
chk_905ff4ee	10066728	2025-03-21	บริษัท ลีซ อิท จำกัด (มหาชน)	34397.26	KTB	9867702441	LITSM/PBF/68-02052		จ่ายแล้ว	ประเภท: จ่ายดอกเบี้ย | หมายเหตุ: ดอกเบี้ย คำนาดี 2 | สัญญา: LITSM/PBF/68-02052 | วันจ่ายเช็ค: 2025-02-14 | วันจ่ายเงิน: 2025-03-21 | วันรับเช็คคืน: -
chk_87faded5	10066732	2025-03-21	บริษัท ลีซ อิท จำกัด (มหาชน)	34397.26	KTB	9867702441	LITSM/PBF/68-02051		จ่ายแล้ว	ประเภท: จ่ายดอกเบี้ย | หมายเหตุ: ดอกเบี้ย คำนาดี 1 | สัญญา: LITSM/PBF/68-02051 | วันจ่ายเช็ค: 2025-02-14 | วันจ่ายเงิน: 2025-03-21 | วันรับเช็คคืน: -
chk_d567d1e4	10066736	2025-03-21	บริษัท ลีซ อิท จำกัด (มหาชน)	34397.26	KTB	9867702441	LITSM/PBF/68-02050		จ่ายแล้ว	ประเภท: จ่ายดอกเบี้ย | หมายเหตุ: ดอกเบี้ย คำนาดี | สัญญา: LITSM/PBF/68-02050 | วันจ่ายเช็ค: 2025-02-14 | วันจ่ายเงิน: 2025-03-21 | วันรับเช็คคืน: -
chk_0c62ed6d	10066740	2025-03-21	บริษัท ลีซ อิท จำกัด (มหาชน)	21657.53	KTB	9867702441	ยกเลิก		ยกเลิก/พื้นที่ไม่รับโอนสิทธิ	ประเภท: ยกเลิก | หมายเหตุ: ดอกเบี้ย อบต.ผาสามยอด | สัญญา: ยกเลิก | วันจ่ายเช็ค: 2025-02-14 | วันจ่ายเงิน: ยกเลิก | วันรับเช็คคืน: ยกเลิก
chk_ff71ecfa	10066744	2025-03-21	บริษัท ลีซ อิท จำกัด (มหาชน)	7006.85	KTB	9867702441	LITSM/PBF/68-02047		จ่ายแล้ว	ประเภท: จ่ายดอกเบี้ย | หมายเหตุ: ดอกเบี้ย เทศบาลตำบลศรีเตี้ย 4 | สัญญา: LITSM/PBF/68-02047 | วันจ่ายเช็ค: 2025-02-14 | วันจ่ายเงิน: 2025-03-21 | วันรับเช็คคืน: -
chk_efa5d466	10066748	2025-03-21	บริษัท ลีซ อิท จำกัด (มหาชน)	7006.85	KTB	9867702441	LITSM/PBF/68-02046		จ่ายแล้ว	ประเภท: จ่ายดอกเบี้ย | หมายเหตุ: ดอกเบี้ย เทศบาลตำบลศรีเตี้ย 3 | สัญญา: LITSM/PBF/68-02046 | วันจ่ายเช็ค: 2025-02-14 | วันจ่ายเงิน: 2025-03-21 | วันรับเช็คคืน: -
chk_73bf0fc0	10066752	2025-03-21	บริษัท ลีซ อิท จำกัด (มหาชน)	7006.85	KTB	9867702441	LITSM/PBF/68-02045		จ่ายแล้ว	ประเภท: จ่ายดอกเบี้ย | หมายเหตุ: ดอกเบี้ย เทศบาลตำบลศรีเตี้ย 2 | สัญญา: LITSM/PBF/68-02045 | วันจ่ายเช็ค: 2025-02-14 | วันจ่ายเงิน: 2025-03-21 | วันรับเช็คคืน: -
chk_cf18e281	10066756	2025-03-21	บริษัท ลีซ อิท จำกัด (มหาชน)	7006.85	KTB	9867702441	LITSM/PBF/68-02044		จ่ายแล้ว	ประเภท: จ่ายดอกเบี้ย | หมายเหตุ: ดอกเบี้ย เทศบาลตำบลศรีเตี้ย 1 | สัญญา: LITSM/PBF/68-02044 | วันจ่ายเช็ค: 2025-02-14 | วันจ่ายเงิน: 2025-03-21 | วันรับเช็คคืน: -
chk_817d9200	10066760	2025-03-21	บริษัท ลีซ อิท จำกัด (มหาชน)	7006.85	KTB	9867702441	LITSM/PBF/68-02043		จ่ายแล้ว	ประเภท: จ่ายดอกเบี้ย | หมายเหตุ: ดอกเบี้ย เทศบาลตำบลศรีเตี้ย | สัญญา: LITSM/PBF/68-02043 | วันจ่ายเช็ค: 2025-02-14 | วันจ่ายเงิน: 2025-03-21 | วันรับเช็คคืน: -
chk_c787e723	10064950	2025-03-31	บริษัท ลีซ อิท จำกัด (มหาชน)	2700000	KTB	9867702441	LITSM/PBF/67-11103		ได้รับคืนแล้ว	ประเภท: ยกเลิก | หมายเหตุ: เช็คเงินต้น (ขยายเวลา)  -STR011-PL-บริเวณแทงค์น้ำประปาเขาแกว ม.4 ต.ไร่ใหม่ อ.สามร้อยยอด จ.ประจวบคีรีขันธ์  | สัญญา: LITSM/PBF/67-11103 | วันจ่ายเช็ค: 21/02/22025 | วันรับเช็คคืน: 2025-04-29
chk_dae6647b	10064951	2025-03-31	บริษัท ลีซ อิท จำกัด (มหาชน)	1890000	KTB	9867702441	LITSM/PBF/67-11104		ได้รับคืนแล้ว	ประเภท: ยกเลิก | หมายเหตุ: เช็คเงินต้น (ขยายเวลา) AW069-PLS-บ้านห้วยทราย ม.6 ต.นาเชือก อ.นาเชือก จ.มหาสารคาม | สัญญา: LITSM/PBF/67-11104 | วันจ่ายเช็ค: 2025-02-27 | วันรับเช็คคืน: 2025-04-29
chk_77051a16	10064952	2025-03-31	บริษัท ลีซ อิท จำกัด (มหาชน)	1890000	KTB	9867702441	LITSM/PBF/67-11105		รอรับคืน	ประเภท: ค้ำเงินต้น | หมายเหตุ: เช็คเงินต้น (ขยายเวลา) - AW065-PL-บ้านบางเตยเหนือ ม.1 ต.บางเตย อ.เมืองพังงา จ.พังงา | สัญญา: LITSM/PBF/67-11105 | วันจ่ายเช็ค: 2025-02-27
chk_e41b0d0b	10064921	2025-04-01	บริษัท เอฟเอส แคปปิตอล จำกัด	2662500	KTB	9867702441			จ่ายแล้ว	ประเภท: ดอกเบี้ยและเงินต้น | หมายเหตุ: เช็คเงินต้นและดอกเบี้ย งวดที่ 1/6  | วันจ่ายเช็ค: 2025-03-20
chk_a20b2de4	00103306	2025-04-21	บริษัท ลีซ อิท จำกัด (มหาชน)	31068.49	KKP	1000050228	LITSM/PBF/68-02035		จ่ายแล้ว	ประเภท: จ่ายดอกเบี้ย | หมายเหตุ: เช็คดอกเบี้ย อบต.โนน | สัญญา: LITSM/PBF/68-02035 | วันจ่ายเช็ค: 2025-02-14 | วันจ่ายเงิน: 2025-04-21 | วันรับเช็คคืน: -
chk_61261fcf	00103314	2025-04-21	บริษัท ลีซ อิท จำกัด (มหาชน)	6328.77	KKP	1000050228	LITSM/PBF/68-02032		จ่ายแล้ว	ประเภท: จ่ายดอกเบี้ย | หมายเหตุ: เช็คดอกเบี้ย อบต.สาริกา | สัญญา: LITSM/PBF/68-02032 | วันจ่ายเช็ค: 2025-02-14 | วันจ่ายเงิน: 2025-04-21 | วันรับเช็คคืน: -
chk_bed32cbb	00103318	2025-04-21	บริษัท ลีซ อิท จำกัด (มหาชน)	6328.77	KKP	1000050228	LITSM/PBF/68-02034		จ่ายแล้ว	ประเภท: จ่ายดอกเบี้ย | หมายเหตุ: เช็คดอกเบี้ยเทศบาลตำบลศาลาลำดวน 1 | สัญญา: LITSM/PBF/68-02034 | วันจ่ายเช็ค: 2025-02-14 | วันจ่ายเงิน: 2025-04-21 | วันรับเช็คคืน: -
chk_4cea9cd6	00103319	2025-04-21	บริษัท ลีซ อิท จำกัด (มหาชน)	6328.77	KKP	1000050228	LITSM/PBF/68-02031		จ่ายแล้ว	ประเภท: จ่ายดอกเบี้ย | หมายเหตุ: เช็คดอกเบี้ย อบต.เสมา | สัญญา: LITSM/PBF/68-02031 | วันจ่ายเช็ค: 2025-02-14 | วันจ่ายเงิน: 2025-04-21 | วันรับเช็คคืน: -
chk_36a35aaa	10000044	2025-04-21	บริษัท ลีซ อิท จำกัด (มหาชน)	14669.18	กสิกรไทย	1333102125	LITSM/PBF/68-01021		จ่ายแล้ว	ประเภท: จ่ายดอกเบี้ย | หมายเหตุ: เช็คดอกเบี้ย เทศบาลตำบลนาสีทอง | สัญญา: LITSM/PBF/68-01021 | วันจ่ายเช็ค: 2025-01-29 | วันจ่ายเงิน: 2025-04-21 | วันรับเช็คคืน: -
chk_6c0a4e03	10000048	2025-04-21	บริษัท ลีซ อิท จำกัด (มหาชน)	2486.29	กสิกรไทย	1333102125	LITSM/PBF/68-01018		จ่ายแล้ว	ประเภท: จ่ายดอกเบี้ย | หมายเหตุ: เช็คดอกเบี้ย อบต.ม่วงคำ สัญญา 8/2568 | สัญญา: LITSM/PBF/68-01018 | วันจ่ายเช็ค: 2025-01-29 | วันจ่ายเงิน: 2025-04-21 | วันรับเช็คคืน: -
chk_259034c2	10000052	2025-04-21	บริษัท ลีซ อิท จำกัด (มหาชน)	2486.29	กสิกรไทย	1333102125	LITSM/PBF/68-01019		จ่ายแล้ว	ประเภท: จ่ายดอกเบี้ย | หมายเหตุ: เช็คดอกเบี้ย อบต.ม่วงคำ สัญญา 9/2568 | สัญญา: LITSM/PBF/68-01019 | วันจ่ายเช็ค: 2025-01-29 | วันจ่ายเงิน: 2025-04-21 | วันรับเช็คคืน: -
chk_cdc07853	10000056	2025-04-21	บริษัท ลีซ อิท จำกัด (มหาชน)	2486.29	กสิกรไทย	1333102125	LITSM/PBF/68-01020		จ่ายแล้ว	ประเภท: จ่ายดอกเบี้ย | หมายเหตุ: เช็คดอกเบี้ย อบต.ม่วงคำ สัญญา 10/2568 | สัญญา: LITSM/PBF/68-01020 | วันจ่ายเช็ค: 2025-01-29 | วันจ่ายเงิน: 2025-04-21 | วันรับเช็คคืน: -
