dm_11750a74	ลีซอิท	LITSM/PBF/67-11103	STR011-PL-บริเวณแทงค์น้ำประปาเขาแกว ม.4 ต.ไร่ใหม่ อ.สามร้อยยอด จ.ประจวบคีรีขันธ์	Close	บมจ.ลีซอิท		2024-11-28	2025-01-28	61	3	2700000	0.15	THB	2024-11-28		2700000			STR011	STR011-PL-บริเวณแทงค์น้ำประปาเขาแกว ม.4 ต.ไร่ใหม่ อ.สามร้อยยอด จ.ประจวบคีรีขันธ์	PRE | PRE | Non-Active
dm_8e801318	ลีซอิท	LITSM/PBF/67-11104	AW069-PLS-บ้านห้วยทราย ม.6 ต.นาเชือก อ.นาเชือก จ.มหาสารคาม	Close	บมจ.ลีซอิท		2024-11-28	2025-02-27	91	2	1890000	0.15	THB	2024-11-28		1890000			AW069	AW069-PLS-บ้านห้วยทราย ม.6 ต.นาเชือก อ.นาเชือก จ.มหาสารคาม	PRE | PRE | Non-Active
dm_d0d9e7df	ลีซอิท	LITSM/PBF/67-11105	AW065-PL-บ้านบางเตยเหนือ ม.1 ต.บางเตย อ.เมืองพังงา จ.พังงา	Close	บมจ.ลีซอิท		2024-11-28	2025-02-27	91	3	1890000	0.15	THB	2024-11-28		1890000			AW065	AW065-PL-บ้านบางเตยเหนือ ม.1 ต.บางเตย อ.เมืองพังงา จ.พังงา	PRE | PRE | Non-Active
dm_9a6aba15	ลีซอิท	LITSM/PBF/68-01022	เทศบาลตำบลบัลลังก์ 20 จุด	Close	บมจ.ลีซอิท		2025-01-29	2025-05-02	93	5	12730000	0.15	THB	2025-01-29		12730000			ENC063	เทศบาลตำบลบัลลังก์ 20 จุด	PRE | PRE | Non-Active
dm_0645b037	ลีซอิท	LITSM/PBF/68-02031	ENC087-PD-บ้านทะเล ม.4 ต.เสมา อ.สูงเนิน จ.นครราชสีมา	Close	บมจ.ลีซอิท		2025-02-18	2025-05-19	90	5	550000	0.15	THB	2025-02-18		550000			ENC087	ENC087-PD-บ้านทะเล ม.4 ต.เสมา อ.สูงเนิน จ.นครราชสีมา	PRE | PRE | Non-Active
dm_f3086d9e	ลีซอิท	LITSM/PBF/68-02032	TTI043-PDH-บ้านเขาแดง ม.11 ต.สาริกา อ.เมืองนครนายก จ.นครนายก	Close	บมจ.ลีซอิท		2025-02-18	2025-05-19	90	5	550000	0.15	THB	2025-02-18		550000			TTI043	TTI043-PDH-บ้านเขาแดง ม.11 ต.สาริกา อ.เมืองนครนายก จ.นครนายก	PRE | PRE | Non-Active
dm_b78206bc	ลีซอิท	LITSM/PBF/68-02033	TTI035-PD-ตลาดกลางสินค้าเกษตรสระแก้ว ม.1 ต.ศาลาลำดวน อ.เมืองสระแก้ว จ.สระแก้ว	Close	บมจ.ลีซอิท		2025-02-18	2025-05-19	90	5	550000	0.15	THB	2025-02-18		550000			TTI035	TTI035-PD-ตลาดกลางสินค้าเกษตรสระแก้ว ม.1 ต.ศาลาลำดวน อ.เมืองสระแก้ว จ.สระแก้ว	PRE | PRE | Non-Active
dm_d31e6e96	ลีซอิท	LITSM/PBF/68-01021	ม.1 ต.เขาพระ อ.รัตภูมิจ.สงขลา (5 จุด)	Close	บมจ.ลีซอิท		2025-01-29	2025-05-02	93	5	3245000	0.15	THB	2025-01-29		3245000			PP039	ม.1 ต.เขาพระ อ.รัตภูมิจ.สงขลา (5 จุด)	PRE | PRE | Non-Active
dm_d69f5de5	ลีซอิท	LITSM/PBF/68-02034	TTI036-PD-โรงเรียนบ้านศาลาลำดวน ม.2 ต.ศาลาลำดวน อ.เมืองสระแก้ว จ.สระแก้ว	Close	บมจ.ลีซอิท		2025-02-18	2025-05-19	90	5	550000	0.15	THB	2025-02-18		550000			TTI036	TTI036-PD-โรงเรียนบ้านศาลาลำดวน ม.2 ต.ศาลาลำดวน อ.เมืองสระแก้ว จ.สระแก้ว	PRE | PRE | Non-Active
dm_08c60794	ลีซอิท	LITSM/PBF/68-01018	INS026-PD-บ้านม่วงคำ ม.1 ต.ม่วงคำ อ.พาน จ.เชียงราย	Close	บมจ.ลีซอิท		2025-01-29	2025-05-02	93	5	550000	0.15	THB	2025-01-29		550000			INS026	INS026-PD-บ้านม่วงคำ ม.1 ต.ม่วงคำ อ.พาน จ.เชียงราย	PRE | PRE | Non-Active
dm_e587a4fa	ลีซอิท	LITSM/PBF/68-01019	INS027-PD-บ้านสันผักแค ม.5 ต.ม่วงคำ อ.พาน จ.เชียงราย	Close	บมจ.ลีซอิท		2025-01-29	2025-05-02	93	5	550000	0.15	THB	2025-01-29		550000			INS027	INS027-PD-บ้านสันผักแค ม.5 ต.ม่วงคำ อ.พาน จ.เชียงราย	PRE | PRE | Non-Active
dm_e3783086	ลีซอิท	LITSM/PBF/68-01020	INS028-PD-บ้านสันน้ำบ่อ ม.6 ต.ม่วงคำ อ.พาน จ.เชียงราย	Close	บมจ.ลีซอิท		2025-01-29	2025-05-02	93	5	550000	0.15	THB	2025-01-29		550000			INS028	INS028-PD-บ้านสันน้ำบ่อ ม.6 ต.ม่วงคำ อ.พาน จ.เชียงราย	PRE | PRE | Non-Active
dm_e034364d	ลีซอิท	LITSM/PBF/68-02038	PP044-PDH-บ้านด่าน ม.1 ต.กะเปอร์ อ.กะเปอร์ จ.ระนอง	Close	บมจ.ลีซอิท		2025-02-21	2025-05-22	90	5	550000	0.15	THB	2025-02-21		550000			PP044	PP044-PDH-บ้านด่าน ม.1 ต.กะเปอร์ อ.กะเปอร์ จ.ระนอง	PRE | PRE | Non-Active
dm_b4ecf5e2	ลีซอิท	LITSM/PBF/68-02039	PP038-PDH-บ้านดอนรัก ม.2 ต.ทุ่งกง อ.กาญจนดิษฐ์ จ.สุราษฎร์ธานี	Close	บมจ.ลีซอิท		2025-02-21	2025-05-22	90	5	550000	0.15	THB	2025-02-21		550000			PP038	PP038-PDH-บ้านดอนรัก ม.2 ต.ทุ่งกง อ.กาญจนดิษฐ์ จ.สุราษฎร์ธานี	PRE | PRE | Non-Active
dm_309ed691	ลีซอิท	LITSM/PBF/68-02040	INS025-PDH-บ้านหนองโสน ม.2 ต.เสม็ดใต้ อ.บางคล้า จ.ฉะเชิงเทรา	Close	บมจ.ลีซอิท		2025-02-21	2025-05-22	90	5	550000	0.15	THB	2025-02-21		550000			INS025	INS025-PDH-บ้านหนองโสน ม.2 ต.เสม็ดใต้ อ.บางคล้า จ.ฉะเชิงเทรา	PRE | PRE | Non-Active
dm_3c847837	ลีซอิท	LITSM/PBF/68-02041	TTI034-PDH-บ้านโคกโก่ง ม.5 ต.กุดหว้า อ.กุฉินารายณ์ จ.กาฬสินธุ์	Close	บมจ.ลีซอิท		2025-02-21	2025-05-22	90	5	550000	0.15	THB	2025-02-21		550000			TTI034	TTI034-PDH-บ้านโคกโก่ง ม.5 ต.กุดหว้า อ.กุฉินารายณ์ จ.กาฬสินธุ์	PRE | PRE | Non-Active
dm_08949f9b	ลีซอิท	LITSM/PBF/68-02035	ENC095-PL-บ้านโนน ม.1 ต.โนน อ.โนนนารายณ์ จ.สุรินทร์	Close	บมจ.ลีซอิท		2025-02-18	2025-05-19	90	5	2700000	0.15	THB	2025-02-18		2700000			ENC095	ENC095-PL-บ้านโนน ม.1 ต.โนน อ.โนนนารายณ์ จ.สุรินทร์	PRE | PRE | Non-Active
dm_83216abd	ลีซอิท	LITSM/PBF/68-02042	TTI040-PDH-บ้านห้วยหิน ม.3 ต.นาเชือก อ.นาเชือก จ.มหาสารคาม	Close	บมจ.ลีซอิท		2025-02-21	2025-05-22	90	5	550000	0.15	THB	2025-02-21		550000			TTI040	TTI040-PDH-บ้านห้วยหิน ม.3 ต.นาเชือก อ.นาเชือก จ.มหาสารคาม	PRE | PRE | Non-Active
dm_79a460b7	ลีซอิท	LITSM/PBF/68-02043	ENC094-PD-บ้านดงมะปินหวาน ม.8 ต.ศรีเตี้ย อ.บ้านโฮ่ง จ.ลำพูน	Close	บมจ.ลีซอิท		2025-02-21	2025-05-22	90	5	550000	0.15	THB	2025-02-21		550000			ENC094	ENC094-PD-บ้านดงมะปินหวาน ม.8 ต.ศรีเตี้ย อ.บ้านโฮ่ง จ.ลำพูน	PRE | PRE | Non-Active
dm_17d87419	ลีซอิท	LITSM/PBF/68-02044	ENC090-PD-บ้านหล่ายแก้ว ม.1 ต.ศรีเตี้ย อ.บ้านโฮ่ง จ.ลำพูน	Close	บมจ.ลีซอิท		2025-02-21	2025-05-22	90	5	550000	0.15	THB	2025-02-21		550000			ENC090	ENC090-PD-บ้านหล่ายแก้ว ม.1 ต.ศรีเตี้ย อ.บ้านโฮ่ง จ.ลำพูน	PRE | PRE | Non-Active
dm_db2e00b3	ลีซอิท	LITSM/PBF/68-02045	ENC092-PD-บ้านหนองสะลิง ม.4 ต.ศรีเตี้ย อ.บ้านโฮ่ง จ.ลำพูน	Close	บมจ.ลีซอิท		2025-02-21	2025-05-22	90	5	550000	0.15	THB	2025-02-21		550000			ENC092	ENC092-PD-บ้านหนองสะลิง ม.4 ต.ศรีเตี้ย อ.บ้านโฮ่ง จ.ลำพูน	PRE | PRE | Non-Active
dm_94fc096d	ลีซอิท	LITSM/PBF/68-02046	ENC093-PD-บ้านศรีลาภรณ์ ม.7 ต.ศรีเตี้ย อ.บ้านโฮ่ง จ.ลำพูน	Close	บมจ.ลีซอิท		2025-02-21	2025-05-22	90	5	550000	0.15	THB	2025-02-21		550000			ENC093	ENC093-PD-บ้านศรีลาภรณ์ ม.7 ต.ศรีเตี้ย อ.บ้านโฮ่ง จ.ลำพูน	PRE | PRE | Non-Active
dm_e7b1130e	ลีซอิท	LITSM/PBF/68-02047	ENC091-PD-บ้านสันปูเลย ม.2 ต.ศรีเตี้ย อ.บ้านโฮ่ง จ.ลำพูน	Close	บมจ.ลีซอิท		2025-02-21	2025-05-22	90	5	550000	0.15	THB	2025-02-21		550000			ENC091	ENC091-PD-บ้านสันปูเลย ม.2 ต.ศรีเตี้ย อ.บ้านโฮ่ง จ.ลำพูน	PRE | PRE | Non-Active
dm_ffe5b010	ลีซอิท	LITSM/PBF/68-02048	STR051-PM-บ้านย่านยาว ม.8 ต.ย่านยาว อ.สามชุก จ.สุพรรณบุรี	Close	บมจ.ลีซอิท		2025-02-21	2025-05-22	90	5	1700000	0.15	THB	2025-02-21		1700000			STR051	STR051-PM-บ้านย่านยาว ม.8 ต.ย่านยาว อ.สามชุก จ.สุพรรณบุรี	PRE | PRE | Non-Active
dm_3976415d	ลีซอิท	LITSM/PBF/68-02050	AW144-PLS-บ้านดงมัน ม.4 ต.คำนาดี อ.โพนทอง จ.ร้อยเอ็ด	Close	บมจ.ลีซอิท		2025-02-21	2025-05-22	90	5	2700000	0.15	THB	2025-02-21		2700000			AW144	AW144-PLS-บ้านดงมัน ม.4 ต.คำนาดี อ.โพนทอง จ.ร้อยเอ็ด	PRE | PRE | Non-Active
dm_1ddc1d2e	ลีซอิท	LITSM/PBF/68-02051	AW145-PLS-บ้านปากช่อง ม.8 ต.คำนาดี อ.โพนทอง จ.ร้อยเอ็ด	Close	บมจ.ลีซอิท		2025-02-21	2025-05-22	90	5	2700000	0.15	THB	2025-02-21		2700000			AW145	AW145-PLS-บ้านปากช่อง ม.8 ต.คำนาดี อ.โพนทอง จ.ร้อยเอ็ด	PRE | PRE | Non-Active
dm_60ea0bd7	ลีซอิท	LITSM/PBF/68-02052	AW146-PLS-บ้านบึงงาม ม.10 ต.คำนาดี อ.โพนทอง จ.ร้อยเอ็ด	Close	บมจ.ลีซอิท		2025-02-21	2025-05-22	90	5	2700000	0.15	THB	2025-02-21		2700000			AW146	AW146-PLS-บ้านบึงงาม ม.10 ต.คำนาดี อ.โพนทอง จ.ร้อยเอ็ด	PRE | PRE | Non-Active
dm_4ed7e144	ลีซอิท	lITSM/PBF/68-11193	เงินกู้ยืมระยะยาว วงเงิน 20,000,000 บาท	Active	บมจ.ลีซอิท		2025-11-28	2028-11-27	1095	11	20000000		THB	2025-11-28		20000000			-2146826246	เงินกู้ยืมระยะยาว วงเงิน 20,000,000 บาท	NON | Active
dm_4597ba23	ลีซอิท	LITSM/PBF/68-11201	บ้านหัวป่าขลุ่ ม.3 ต.ป่าระกำ อ.ปากพนัง จ.นครศรีธรรมราช	Close	บมจ.ลีซอิท		2025-12-04	2026-04-03	120	4	550000		THB	2025-12-04		550000			PP054	บ้านหัวป่าขลุ่ ม.3 ต.ป่าระกำ อ.ปากพนัง จ.นครศรีธรรมราช	PRE | Non-Active
dm_031b774e	ลีซอิท	LITSM/PBF/68-11201	บ้านป่าระกำ ม.4 ต.ป่าระกำ อ.ปากพนัง จ.นครศรีธรรมราช	Close	บมจ.ลีซอิท		2025-12-04	2026-04-03	120	4	550000		THB	2025-12-04		550000			PP055	บ้านป่าระกำ ม.4 ต.ป่าระกำ อ.ปากพนัง จ.นครศรีธรรมราช	PRE | Non-Active
