dm_1fc92c31	STS	STS-WTP680219-001	โรงเรียนเทศบาลพญาเม็งราย ๑ (ทุ่งเจ้า) ต.แม่เปา อ.พญาเม็งราย จ.เชียงราย	Close							540000	0.15	THB	2024-09-27		540000				โรงเรียนเทศบาลพญาเม็งราย ๑ (ทุ่งเจ้า) ต.แม่เปา อ.พญาเม็งราย จ.เชียงราย	STS โอนสิทธิ์ - มูลค่าสัญญา 5400000
dm_4d7c76dc	STS	STS-WTP671218-001(229)	ENC114-PL-บ้านดอนข่า ม.5 ต.ทรายทอง อ.ศรีบุญเรือง จ.หนองบัวลำภู	Close			2025-04-18				540000	0.15	THB	2024-09-27		540000			0	ENC114-PL-บ้านดอนข่า ม.5 ต.ทรายทอง อ.ศรีบุญเรือง จ.หนองบัวลำภู	STS โอนสิทธิ์ - มูลค่าสัญญา 5400000
dm_c3ea1fb1	STS	STS-WTP671129-008(205)	AW111-PL-ม.4 ต.พรุพี อ.บ้านนาสาร จ.สุราษฎร์ธานี	Close			2024-11-05				540000	0.15	THB	2024-09-27		540000			AW111	AW111-PL-ม.4 ต.พรุพี อ.บ้านนาสาร จ.สุราษฎร์ธานี	STS โอนสิทธิ์ - มูลค่าสัญญา 5400000
dm_631f50b0	STS	STS-WTP671031-001(184)	INS012-PL-บ้านผามูบ ม.7 ต.แม่พูล อ.ลับแล จ.อุตรดิตถ์	Close			2024-11-12				539800	0.15	THB	2024-10-08		539800			INS012	INS012-PL-บ้านผามูบ ม.7 ต.แม่พูล อ.ลับแล จ.อุตรดิตถ์	STS โอนสิทธิ์ - มูลค่าสัญญา 5398000
dm_68cde3cc	STS	STS-WTP671031-002(185)	AW071-PL-ม.7 ต.ดอนยอ อ.เมืองนครนายก จ.นครนายก	Close			2024-10-10	17			540000	0.15	THB	2024-10-30		540000			AW071	AW071-PL-ม.7 ต.ดอนยอ อ.เมืองนครนายก จ.นครนายก	STS โอนสิทธิ์ - มูลค่าสัญญา 5400000
dm_0da4b7f2	STS	STS-WTP671031-003(186)	AW076-PL-บ้านโนนสำโรง ม.8 ต.ขามเฒ่า อ.โนนสูง จ.นครราชสีมา	Close			2024-10-16	18			540000	0.15	THB	2024-10-08		540000			AW076	AW076-PL-บ้านโนนสำโรง ม.8 ต.ขามเฒ่า อ.โนนสูง จ.นครราชสีมา	STS โอนสิทธิ์ - มูลค่าสัญญา 5400000
dm_e35c659d	STS	STS-WTP671018-005(174)	AW073-PL-บ้านหนองปรือ ม.4 ต.ดงเสือเหลือง อ.โพธิ์ประทับช้าง จ.พิจิตร	Close			2024-10-16	7			539900	0.15	THB	2024-10-08		539900			AW073	AW073-PL-บ้านหนองปรือ ม.4 ต.ดงเสือเหลือง อ.โพธิ์ประทับช้าง จ.พิจิตร	STS โอนสิทธิ์ - มูลค่าสัญญา 5399000
dm_03fd2a19	STS	STS-WTP671017-002(170)	AW083-PL-บ้านหนองปรือสมอ ม.3 ต.สาหร่าย อ.ชุมพวง จ.นครราชสีมา	Close			2024-10-18	2			540000	0.15	THB	2024-10-08		540000			AW083	AW083-PL-บ้านหนองปรือสมอ ม.3 ต.สาหร่าย อ.ชุมพวง จ.นครราชสีมา	STS โอนสิทธิ์ - มูลค่าสัญญา 5400000
dm_4d529a81	STS	STS-WTP671018-006(175)	STR012-PLS-บ้านคอกช้างพัฒนา ม.9 ต.หนองพลับ อ.หัวหิน จ.ประจวบคีรีขันธ์	Close			2024-10-18	8			567600	0.15	THB	2024-10-08		567600			STR012	STR012-PLS-บ้านคอกช้างพัฒนา ม.9 ต.หนองพลับ อ.หัวหิน จ.ประจวบคีรีขันธ์	STS โอนสิทธิ์ - มูลค่าสัญญา 5676000
dm_85b1ad9e	STS	STS-WTP680219-001	บ้านเขาเฒ่า ม.3 ต.บางเตย อ.เมืองพังงา จ.พังงา	Close							540000	0.15	THB	2024-10-10		540000				บ้านเขาเฒ่า ม.3 ต.บางเตย อ.เมืองพังงา จ.พังงา	STS โอนสิทธิ์ - มูลค่าสัญญา 5400000
