dm_e34e1495	WCI-Project	STS-WTP6708001-002(162)-WCI	ENC028-PL-หมู่บ้านหนองนกเขา ม.15 ต.หลุ่งตะเคียน อ.ห้วยแถลง จ.นครราชสีมา	Close			2024-08-09				2160000	0.10	THB	2024-08-16		2160000			ENC028	ENC028-PL-หมู่บ้านหนองนกเขา ม.15 ต.หลุ่งตะเคียน อ.ห้วยแถลง จ.นครราชสีมา	WCI โอนสิทธิ์ (ผูกกับ STS=STS-WTP6708001-002(162))	
dm_5eb67e44	STS	STS-WTP671030-001(176)	AW077-PSL-ม.1 ต.โคกยาง อ.เหนือคลอง จ.กระบี่	Close			2024-10-17	12			450000	0.15	THB	2024-10-30		450000			AW077	AW077-PSL-ม.1 ต.โคกยาง อ.เหนือคลอง จ.กระบี่	STS โอนสิทธิ์ - มูลค่าสัญญา 4498000	
dm_480dc433	WCI-Project	STS-WTP671030-001(176)-WCI	AW077-PSL-ม.1 ต.โคกยาง อ.เหนือคลอง จ.กระบี่	Close			2024-10-17	12			1800000	0.10	THB	2024-08-16		1800000			AW077	AW077-PSL-ม.1 ต.โคกยาง อ.เหนือคลอง จ.กระบี่	WCI โอนสิทธิ์ (ผูกกับ STS=STS-WTP671030-001(176))	
dm_0b57865a	STS	STS-WTP671030-002(177)	AW078-PSL-ม.2 ต.โคกยาง อ.เหนือคลอง จ.กระบี่	Close			2024-10-17	13			450000	0.15	THB	2024-10-30		450000			AW078	AW078-PSL-ม.2 ต.โคกยาง อ.เหนือคลอง จ.กระบี่	STS โอนสิทธิ์ - มูลค่าสัญญา 4498000	
dm_10fbeb29	WCI-Project	STS-WTP671030-002(177)-WCI	AW078-PSL-ม.2 ต.โคกยาง อ.เหนือคลอง จ.กระบี่	Close			2024-10-17	13			1719376	0.10	THB	2024-08-16		1719376			AW078	AW078-PSL-ม.2 ต.โคกยาง อ.เหนือคลอง จ.กระบี่	WCI โอนสิทธิ์ (ผูกกับ STS=STS-WTP671030-002(177))	[{"date":"2024-08-23","amount":80624,"note":"WCI ครั้งที่ 2"}]
dm_7657ecbf	STS	STS-WTP671030-003(178)	AW079-PSL-ม.3 ต.โคกยาง อ.เหนือคลอง จ.กระบี่	Close			2024-10-17	14			450000	0.15	THB	2024-10-30		450000			AW079	AW079-PSL-ม.3 ต.โคกยาง อ.เหนือคลอง จ.กระบี่	STS โอนสิทธิ์ - มูลค่าสัญญา 4498000	
dm_adf07941	WCI-Project	STS-WTP671030-003(178)-WCI	AW079-PSL-ม.3 ต.โคกยาง อ.เหนือคลอง จ.กระบี่	Close			2024-10-17	14			1084376	0.10	THB	2024-08-23		1084376			AW079	AW079-PSL-ม.3 ต.โคกยาง อ.เหนือคลอง จ.กระบี่	WCI โอนสิทธิ์ (ผูกกับ STS=STS-WTP671030-003(178))	[{"date":"2024-08-26","amount":200000,"note":"WCI ครั้งที่ 2"},{"date":"2024-09-10","amount":515624,"note":"WCI ครั้งที่ 3"}]
dm_0557724b	STS	STS-WTP671030-004(179)	AW080-PSL-ม.4 ต.โคกยาง อ.เหนือคลอง จ.กระบี่	Close			2024-10-17	15			450000	0.15	THB	2024-10-30		450000			AW080	AW080-PSL-ม.4 ต.โคกยาง อ.เหนือคลอง จ.กระบี่	STS โอนสิทธิ์ - มูลค่าสัญญา 4498000	
dm_5f7c8c6a	WCI-Project	STS-WTP671030-004(179)-WCI	AW080-PSL-ม.4 ต.โคกยาง อ.เหนือคลอง จ.กระบี่	Close			2024-10-17	15			1800000	0.10	THB	2024-08-26		1800000			AW080	AW080-PSL-ม.4 ต.โคกยาง อ.เหนือคลอง จ.กระบี่	WCI โอนสิทธิ์ (ผูกกับ STS=STS-WTP671030-004(179))	
dm_5028b275	STS	STS-WTP671129-009(206)	AW099-PL-ม.6 ต.น้ำเป็น อ.เขาชะเมา จ.ระยอง	Close			2024-10-28				540000	0.15	THB	2024-11-29		540000			AW099	AW099-PL-ม.6 ต.น้ำเป็น อ.เขาชะเมา จ.ระยอง	STS โอนสิทธิ์ - มูลค่าสัญญา 5400000	
dm_73117250	WCI-Project	STS-WTP671129-009(206)-WCI	AW099-PL-ม.6 ต.น้ำเป็น อ.เขาชะเมา จ.ระยอง	Close			2024-10-28				2160000	0.10	THB	2024-08-30		2160000			AW099	AW099-PL-ม.6 ต.น้ำเป็น อ.เขาชะเมา จ.ระยอง	WCI โอนสิทธิ์ (ผูกกับ STS=STS-WTP671129-009(206))	
dm_6497ce95	STS	STS-WTP671129-010(207)	บ้านสว่าง ม.8 ต.หินตั้ง อ.บ้านไผ่ จ.ขอนแก่น	Close							540000	0.15	THB	2024-11-29		540000			0	บ้านสว่าง ม.8 ต.หินตั้ง อ.บ้านไผ่ จ.ขอนแก่น	STS โอนสิทธิ์ - มูลค่าสัญญา 5400000	
dm_e2792821	WCI-Project	STS-WTP671129-010(207)-WCI	บ้านสว่าง ม.8 ต.หินตั้ง อ.บ้านไผ่ จ.ขอนแก่น	Close							1040000	0.10	THB	2024-08-30		1040000			0	บ้านสว่าง ม.8 ต.หินตั้ง อ.บ้านไผ่ จ.ขอนแก่น	WCI โอนสิทธิ์ (ผูกกับ STS=STS-WTP671129-010(207))	[{"date":"2024-09-10","amount":1120000,"note":"WCI ครั้งที่ 2"}]
