ev_c3d80064	dm_b0225a18	STS-WTP671128-004(191)-WCI	repayment	2025-03-10	2160000	คืน WCI งวด 1
ev_b389a7d9	dm_b2e5ec29	STS-WTP671128-007(194)-WCI	repayment	2025-06-25	2160000	คืน WCI งวด 1
ev_de8c933d	dm_090fa9dc	STS-WTP671128-008(195)-WCI	repayment	2025-06-25	2160000	คืน WCI งวด 1
ev_2d4b836a	dm_a3eb0ab3	STS-WTP671129-002(199)-WCI	repayment	2025-03-26	2160000	คืน WCI งวด 1
ev_b5d1ce5d	dm_c8f652a2	STS-WTP671129-003(200)-WCI	repayment	2025-03-26	2160000	คืน WCI งวด 1
ev_a56c9c62	dm_039eb0a7	STS-WTP671129-005(202)-WCI	repayment	2025-03-26	2160000	คืน WCI งวด 1
ev_9f6738c6	dm_8aaa6fa9	STS-WTP671129-006(203)-WCI	drawdown	2024-11-08	1600000	WCI ครั้งที่ 2
ev_d83dd78a	dm_8aaa6fa9	STS-WTP671129-006(203)-WCI	repayment	2025-04-09	2160000	คืน WCI งวด 1
ev_01e79ee3	dm_6470bddf	STS-WTP671206-009(219)-WCI	repayment	2025-12-26	2160000	คืน WCI งวด 1
ev_8c965b99	dm_3a3445bd	STS-WTP671206-010(220)-WCI	drawdown	2024-11-29	1833184	WCI ครั้งที่ 2
ev_ae98c213	dm_3a3445bd	STS-WTP671206-010(220)-WCI	repayment	2025-07-29	2160000	คืน WCI งวด 1
ev_5a493ca9	dm_4a6945b6	STS-WTP671206-011(221)-WCI	drawdown	2024-12-06	360000	WCI ครั้งที่ 2
ev_2d11fad6	dm_4a6945b6	STS-WTP671206-011(221)-WCI	drawdown	2024-12-20	500000	WCI ครั้งที่ 3
ev_1a5ce260	dm_4a6945b6	STS-WTP671206-011(221)-WCI	repayment	2025-04-17	2060000	คืน WCI งวด 1
ev_1e72ca3f	dm_ace026e7	STS-WTP671206-012(222)-WCI	repayment	2025-09-30	2060000	คืน WCI งวด 1
ev_9d9d7370	dm_52d702a0	STS-WTP671218-003(231)-WCI	drawdown	2024-12-20	871600	WCI ครั้งที่ 2
ev_06bd0a3d	dm_52d702a0	STS-WTP671218-003(231)-WCI	repayment	2025-06-20	2160000	คืน WCI งวด 1
ev_42c32d4e	dm_60a31483	STS-WTP671206-013(223)-WCI	repayment	2025-06-10	2160000	คืน WCI งวด 1
ev_3821bb65	dm_df4579cd	STS-WTP671206-014(224)-WCI	repayment	2025-03-05	864000	คืน WCI งวด 1
ev_99ab2f26	dm_df4579cd	STS-WTP671206-014(224)-WCI	repayment	2025-05-23	1296000	คืน WCI งวด 2
ev_9675c00f	dm_cef700a6	STS-WTP671206-015(225)-WCI	repayment	2025-03-26	2160000	คืน WCI งวด 1
ev_f9ea292f	dm_6ea78629	STS-WTP671206-016(226),STS-WTP671218-004(232)	drawdown	2024-12-18	186440	STS ครั้งที่ 2
ev_8f15a79e	dm_43c8518f	STS-WTP671206-016(226),STS-WTP671218-004(232)-WCI	repayment	2025-03-19	864000	คืน WCI งวด 1
ev_b692eb4f	dm_43c8518f	STS-WTP671206-016(226),STS-WTP671218-004(232)-WCI	repayment	2025-07-04	1296000	คืน WCI งวด 2
ev_993def6f	dm_573e5e79	STS-WTP671206-017(227)-WCI	repayment	2025-03-19	864000	คืน WCI งวด 1
ev_b846ebec	dm_573e5e79	STS-WTP671206-017(227)-WCI	repayment	2025-06-30	1296000	คืน WCI งวด 2
ev_0e70c2ac	dm_46988a7e	STS-WTP680219-001-WCI	drawdown	2025-01-15	100000	WCI ครั้งที่ 2
ev_d409f95e	dm_46988a7e	STS-WTP680219-001-WCI	repayment	2026-02-11	2160000	คืน WCI งวด 1
ev_f44ab5cb	dm_e278a363	STS--WCI	drawdown	2024-12-20	792256.68	WCI ครั้งที่ 2
ev_a5703cb7	dm_5780ce5a	STS-AW128-WCI	repayment	2025-04-08	862451.336	คืน WCI งวด 1
ev_f93ddd9e	dm_5780ce5a	STS-AW128-WCI	repayment	2025-05-06	1293677	คืน WCI งวด 2
ev_0c5721a3	dm_e41a69f8	STS--WCI	drawdown	2025-01-15	1269200	WCI ครั้งที่ 2
ev_9bc1c662	dm_e41a69f8	STS--WCI	repayment	2025-05-13	1799200	คืน WCI งวด 1
ev_a0ead4e2	dm_4e5ae902	STS-WTP680219-001-WCI	repayment	2026-01-08	2160000	คืน WCI งวด 1
ev_41e06335	dm_de3efea0	STS-WTP680219-001-WCI	drawdown	2025-01-16	1273056.68	WCI ครั้งที่ 2
ev_7195281c	dm_de3efea0	STS-WTP680219-001-WCI	repayment	2025-10-14	864000	คืน WCI งวด 1
ev_591aab73	dm_de3efea0	STS-WTP680219-001-WCI	repayment	2025-11-26	1296000	คืน WCI งวด 2
ev_8aeef557	dm_de3efac7	STS-WTP680219-001-WCI	drawdown	2025-03-07	433056.68	WCI ครั้งที่ 2
